"Year","Intent","Age Group","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2014","Suicide","50 to 54","District of Columbia","--","38,927","--","--","--"
"2014","Suicide","50 to 54","Florida","142","1,426,926","9.95","--","1,842"
"2014","Suicide","50 to 54","Georgia","100","706,083","14.16","--","1,307"
"2014","Suicide","50 to 54","Hawaii","--","93,956","--","--","--"
"2014","Suicide","50 to 54","Idaho","19**","104,480","18.19**","--","249"
"2014","Suicide","50 to 54","Illinois","56","916,299","6.11","--","728"
"2014","Suicide","50 to 54","Indiana","44","467,210","9.42","--","568"
"2014","Suicide","50 to 54","Iowa","29","217,344","13.34","--","369"
"2014","Suicide","50 to 54","Kansas","25","198,359","12.60","--","328"
"2014","Suicide","50 to 54","Kentucky","49","319,088","15.36","--","643"
"2014","Suicide","50 to 54","Louisiana","55","322,597","17.05","--","715"
"2014","Suicide","50 to 54","Maine","14**","107,797","12.99**","--","183"
"2014","Suicide","50 to 54","Maryland","30","455,196","6.59","--","395"
"2014","Suicide","50 to 54","Massachusetts","22","511,370","4.30","--","279"
"2014","Suicide","50 to 54","Michigan","73","736,096","9.92","--","945"
"2014","Suicide","50 to 54","Minnesota","40","403,969","9.90","--","516"
"2014","Suicide","50 to 54","Mississippi","20**","204,735","9.77**","--","260"
"2014","Suicide","50 to 54","Missouri","64","440,352","14.53","--","833"
"2014","Suicide","50 to 54","Montana","16**","72,464","22.08**","--","206"
"2014","Suicide","50 to 54","Nebraska","13**","128,252","10.14**","--","175"
"2014","Suicide","50 to 54","Nevada","29","192,280","15.08","--","378"
"2014","Suicide","50 to 54","New Hampshire","11**","112,544","9.77**","--","150"
"2014","Suicide","50 to 54","New Jersey","24","684,399","3.51","--","306"
"2014","Suicide","50 to 54","New Mexico","18**","142,306","12.65**","--","237"
"2014","Suicide","50 to 54","New York","55","1,429,727","3.85","--","706"
"2014","Suicide","50 to 54","North Carolina","53","700,197","7.57","--","675"
"2014","Suicide","50 to 54","North Dakota","--","49,169","--","--","--"
"2014","Suicide","50 to 54","Ohio","57","845,280","6.74","--","749"
"2014","Suicide","50 to 54","Oklahoma","50","261,928","19.09","--","630"
"2014","Suicide","50 to 54","Oregon","33","265,283","12.44","--","426"
"2014","Suicide","50 to 54","Pennsylvania","106","947,763","11.18","--","1,393"
"2014","Suicide","50 to 54","Rhode Island","--","79,500","--","--","--"
"2014","Suicide","50 to 54","South Carolina","48","337,838","14.21","--","610"
"2014","Suicide","50 to 54","South Dakota","--","58,781","--","--","--"
"2014","Suicide","50 to 54","Tennessee","62","464,853","13.34","--","801"
"2014","Suicide","50 to 54","Texas","186","1,757,508","10.58","--","2,387"
"2014","Suicide","50 to 54","Utah","30","154,904","19.37","--","394"
"2014","Suicide","50 to 54","Vermont","--","49,493","--","--","--"
"2014","Suicide","50 to 54","Virginia","69","611,555","11.28","--","907"
"2014","Suicide","50 to 54","Washington","54","492,882","10.96","--","688"
"2014","Suicide","50 to 54","West Virginia","20**","131,509","15.21**","--","249"
"2014","Suicide","50 to 54","Wisconsin","38","434,601","8.74","--","490"
"2014","Suicide","50 to 54","Wyoming","--","40,247","--","--","--"
"2014","Suicide","55 to 59","Alabama","43","334,944","12.84","--","345"
"2014","Suicide","55 to 59","Alaska","--","51,679","--","--","--"
"2014","Suicide","55 to 59","Arizona","51","412,723","12.36","--","406"
"2014","Suicide","55 to 59","Arkansas","26","194,295","13.38","--","202"
"2014","Suicide","55 to 59","California","171","2,436,570","7.02","--","1,354"
"2014","Suicide","55 to 59","Colorado","50","359,012","13.93","--","403"
"2014","Suicide","55 to 59","Connecticut","10**","268,239","3.73**","--","78"
"2014","Suicide","55 to 59","Delaware","--","65,501","--","--","--"
"2014","Suicide","55 to 59","District of Columbia","--","36,695","--","--","--"
"2014","Suicide","55 to 59","Florida","175","1,340,787","13.05","--","1,388"
"2014","Suicide","55 to 59","Georgia","80","638,180","12.54","--","634"
"2014","Suicide","55 to 59","Idaho","18**","103,810","17.34**","--","139"
"2014","Suicide","55 to 59","Illinois","50","876,716","5.70","--","397"
"2014","Suicide","55 to 59","Indiana","51","452,344","11.28","--","428"
"2014","Suicide","55 to 59","Iowa","11**","215,381","5.11**","--","87"
"2014","Suicide","55 to 59","Kansas","18**","194,510","9.25**","--","140"
"2014","Suicide","55 to 59","Kentucky","45","307,339","14.64","--","359"
"2014","Suicide","55 to 59","Louisiana","50","315,705","15.84","--","413"
"2014","Suicide","55 to 59","Maine","13**","107,943","12.04**","--","103"
"2014","Suicide","55 to 59","Maryland","25","419,327","5.96","--","206"
"2014","Suicide","55 to 59","Massachusetts","14**","479,574","2.92**","--","120"
"2014","Suicide","55 to 59","Michigan","63","732,235","8.60","--","484"
"2014","Suicide","55 to 59","Minnesota","36","384,025","9.37","--","291"
"2014","Suicide","55 to 59","Mississippi","31","199,266","15.56","--","246"
"2014","Suicide","55 to 59","Missouri","64","423,849","15.10","--","506"
"2014","Suicide","55 to 59","Montana","19**","77,513","24.51**","--","145"
"2014","Suicide","55 to 59","Nebraska","--","124,897","--","--","--"
"2014","Suicide","55 to 59","Nevada","23","180,233","12.76","--","190"
"2014","Suicide","55 to 59","New Hampshire","13**","107,697","12.07**","--","103"
"2014","Suicide","55 to 59","New Jersey","14**","632,619","2.21**","--","129"
"2014","Suicide","55 to 59","New Mexico","20**","140,565","14.23**","--","154"
"2014","Suicide","55 to 59","New York","55","1,347,764","4.08","--","450"
"2014","Suicide","55 to 59","North Carolina","77","659,256","11.68","--","632"
"2014","Suicide","55 to 59","North Dakota","12**","49,969","24.02**","--","97"
"2014","Suicide","55 to 59","Ohio","76","846,999","8.97","--","623"
"2014","Suicide","55 to 59","Oklahoma","41","253,479","16.18","--","329"
"2014","Suicide","55 to 59","Oregon","38","273,520","13.89","--","304"
"2014","Suicide","55 to 59","Pennsylvania","115","947,107","12.14","--","923"
"2014","Suicide","55 to 59","Rhode Island","--","77,539","--","--","--"
"2014","Suicide","55 to 59","South Carolina","61","327,296","18.64","--","494"
"2014","Suicide","55 to 59","South Dakota","10**","58,483","17.10**","--","72"
"2014","Suicide","55 to 59","Tennessee","76","446,054","17.04","--","614"
"2014","Suicide","55 to 59","Texas","168","1,614,121","10.41","--","1,351"
"2014","Suicide","55 to 59","Utah","19**","148,519","12.79**","--","163"
"2014","Suicide","55 to 59","Vermont","--","50,704","--","--","--"
"2014","Suicide","55 to 59","Virginia","63","565,541","11.14","--","518"
"2014","Suicide","55 to 59","Washington","55","482,946","11.39","--","449"
"2014","Suicide","55 to 59","West Virginia","25","138,937","17.99","--","188"
"2014","Suicide","55 to 59","Wisconsin","40","418,515","9.56","--","331"
"2014","Suicide","55 to 59","Wyoming","--","42,842","--","--","--"
"2014","Suicide","60 to 64","Alabama","46","293,929","15.65","--","135"
"2014","Suicide","60 to 64","Alaska","12**","42,486","28.25**","--","32"
"2014","Suicide","60 to 64","Arizona","74","378,076","19.57","--","246"
"2014","Suicide","60 to 64","Arkansas","32","174,677","18.32","--","109"
"2014","Suicide","60 to 64","California","154","2,051,160","7.51","--","504"
"2014","Suicide","60 to 64","Colorado","40","311,983","12.82","--","141"
"2014","Suicide","60 to 64","Connecticut","--","218,715","--","--","--"
"2014","Suicide","60 to 64","Delaware","--","58,078","--","--","--"
"2014","Suicide","60 to 64","Florida","121","1,219,233","9.92","--","378"
"2014","Suicide","60 to 64","Georgia","60","540,488","11.10","--","194"
"2014","Suicide","60 to 64","Hawaii","--","88,888","--","--","--"
"2014","Suicide","60 to 64","Idaho","16**","94,998","16.84**","--","56"
"2014","Suicide","60 to 64","Illinois","47","738,251","6.37","--","144"
"2014","Suicide","60 to 64","Indiana","37","388,535","9.52","--","108"
"2014","Suicide","60 to 64","Iowa","14**","190,832","7.34**","--","44"
"2014","Suicide","60 to 64","Kansas","20**","168,049","11.90**","--","54"
"2014","Suicide","60 to 64","Kentucky","49","269,972","18.15","--","153"
"2014","Suicide","60 to 64","Louisiana","28","270,679","10.34","--","76"
"2014","Suicide","60 to 64","Maine","--","97,896","--","--","--"
"2014","Suicide","60 to 64","Maryland","28","347,660","8.05","--","88"
"2014","Suicide","60 to 64","Massachusetts","--","406,081","--","--","--"
"2014","Suicide","60 to 64","Michigan","52","633,728","8.21","--","166"
"2014","Suicide","60 to 64","Minnesota","28","326,773","8.57","--","85"
"2014","Suicide","60 to 64","Mississippi","16**","173,398","9.23**","--","50"
"2014","Suicide","60 to 64","Missouri","52","365,067","14.24","--","160"
"2014","Suicide","60 to 64","Montana","13**","72,758","17.87**","--","38"
"2014","Suicide","60 to 64","Nebraska","14**","109,510","12.78**","--","44"
"2014","Suicide","60 to 64","Nevada","31","162,522","19.07","--","98"
"2014","Suicide","60 to 64","New Hampshire","--","90,169","--","--","--"
"2014","Suicide","60 to 64","New Jersey","20**","514,923","3.88**","--","50"
"2014","Suicide","60 to 64","New Mexico","21","129,092","16.27","--","66"
"2014","Suicide","60 to 64","New York","44","1,144,724","3.84","--","124"
"2014","Suicide","60 to 64","North Carolina","66","585,022","11.28","--","201"
"2014","Suicide","60 to 64","North Dakota","--","42,582","--","--","--"
"2014","Suicide","60 to 64","Ohio","52","727,674","7.15","--","166"
"2014","Suicide","60 to 64","Oklahoma","33","220,528","14.96","--","110"
"2014","Suicide","60 to 64","Oregon","39","265,125","14.71","--","114"
"2014","Suicide","60 to 64","Pennsylvania","88","818,542","10.75","--","289"
"2014","Suicide","60 to 64","Rhode Island","--","64,882","--","--","--"
"2014","Suicide","60 to 64","South Carolina","38","302,851","12.55","--","123"
"2014","Suicide","60 to 64","South Dakota","--","52,964","--","--","--"
"2014","Suicide","60 to 64","Tennessee","49","394,404","12.42","--","148"
"2014","Suicide","60 to 64","Texas","129","1,336,429","9.65","--","400"
"2014","Suicide","60 to 64","Utah","18**","126,978","14.18**","--","56"
"2014","Suicide","60 to 64","Vermont","--","45,400","--","--","--"
"2014","Suicide","60 to 64","Virginia","46","477,387","9.64","--","144"
"2014","Suicide","60 to 64","Washington","38","430,515","8.83","--","110"
"2014","Suicide","60 to 64","West Virginia","21","131,298","15.99","--","57"
"2014","Suicide","60 to 64","Wisconsin","29","361,107","8.03","--","93"
"2014","Suicide","60 to 64","Wyoming","--","37,654","--","--","--"
"2014","Suicide","65 to 69","Alabama","26","250,180","10.39","--","0"
"2014","Suicide","65 to 69","Alaska","--","29,171","--","--","--"
"2014","Suicide","65 to 69","Arizona","50","348,925","14.33","--","0"
"2014","Suicide","65 to 69","Arkansas","25","153,153","16.32","--","0"
"2014","Suicide","65 to 69","California","123","1,648,539","7.46","--","0"
"2014","Suicide","65 to 69","Colorado","31","245,507","12.63","--","0"
"2014","Suicide","65 to 69","Connecticut","12**","178,766","6.71**","--","0"
"2014","Suicide","65 to 69","Delaware","--","52,292","--","--","--"
"2014","Suicide","65 to 69","Florida","130","1,148,996","11.31","--","0"
"2014","Suicide","65 to 69","Georgia","53","452,251","11.72","--","0"
"2014","Suicide","65 to 69","Hawaii","--","75,494","--","--","--"
"2014","Suicide","65 to 69","Idaho","--","79,591","--","--","--"
"2014","Suicide","65 to 69","Illinois","26","583,353","4.46","--","0"
"2014","Suicide","65 to 69","Indiana","30","311,637","9.63","--","0"
"2014","Suicide","65 to 69","Iowa","11**","149,474","7.36**","--","0"
"2014","Suicide","65 to 69","Kansas","14**","131,514","10.65**","--","0"
"2014","Suicide","65 to 69","Kentucky","30","224,227","13.38","--","0"
"2014","Suicide","65 to 69","Louisiana","29","216,678","13.38","--","0"
"2014","Suicide","65 to 69","Maine","--","82,043","--","--","--"
"2014","Suicide","65 to 69","Maryland","19**","280,884","6.76**","--","0"
"2014","Suicide","65 to 69","Massachusetts","11**","332,831","3.31**","--","0"
"2014","Suicide","65 to 69","Michigan","32","506,761","6.32","--","0"
"2014","Suicide","65 to 69","Minnesota","13**","249,990","5.20**","--","0"
"2014","Suicide","65 to 69","Mississippi","16**","143,507","11.15**","--","0"
"2014","Suicide","65 to 69","Missouri","36","300,393","11.98","--","0"
"2014","Suicide","65 to 69","Montana","--","57,796","--","--","--"
"2014","Suicide","65 to 69","Nebraska","--","84,868","--","--","--"
"2014","Suicide","65 to 69","Nevada","26","145,089","17.92","--","0"
"2014","Suicide","65 to 69","New Hampshire","--","74,082","--","--","--"
"2014","Suicide","65 to 69","New Jersey","14**","421,645","3.32**","--","0"
"2014","Suicide","65 to 69","New Mexico","21","108,972","19.27","--","0"
"2014","Suicide","65 to 69","New York","34","937,282","3.63","--","0"
"2014","Suicide","65 to 69","North Carolina","72","504,801","14.26","--","0"
"2014","Suicide","65 to 69","North Dakota","--","31,491","--","--","--"
"2014","Suicide","65 to 69","Ohio","60","585,212","10.25","--","0"
"2014","Suicide","65 to 69","Oklahoma","26","183,874","14.14","--","0"
"2014","Suicide","65 to 69","Oregon","28","218,720","12.80","--","0"
"2014","Suicide","65 to 69","Pennsylvania","54","664,377","8.13","--","0"
"2014","Suicide","65 to 69","Rhode Island","--","52,628","--","--","--"
"2014","Suicide","65 to 69","South Carolina","27","270,807","9.97","--","0"
"2014","Suicide","65 to 69","South Dakota","--","40,323","--","--","--"
"2014","Suicide","65 to 69","Tennessee","45","339,211","13.27","--","0"
"2014","Suicide","65 to 69","Texas","115","1,070,344","10.74","--","0"
"2014","Suicide","65 to 69","Utah","--","99,533","--","--","--"
"2014","Suicide","65 to 69","Vermont","--","36,894","--","--","--"
"2014","Suicide","65 to 69","Virginia","42","397,317","10.57","--","0"
"2014","Suicide","65 to 69","Washington","35","348,506","10.04","--","0"
"2014","Suicide","65 to 69","West Virginia","22","111,044","19.81","--","0"
"2014","Suicide","65 to 69","Wisconsin","18**","281,175","6.40**","--","0"
"2014","Suicide","65 to 69","Wyoming","--","28,903","--","--","--"
"2014","Suicide","70 to 74","Alabama","27","184,037","14.67","--","0"
"2014","Suicide","70 to 74","Alaska","--","17,985","--","--","--"
"2014","Suicide","70 to 74","Arizona","45","269,250","16.71","--","0"
"2014","Suicide","70 to 74","Arkansas","25","116,525","21.46","--","0"
"2014","Suicide","70 to 74","California","101","1,159,347","8.71","--","0"
"2014","Suicide","70 to 74","Colorado","31","162,379","19.09","--","0"
"2014","Suicide","70 to 74","Connecticut","--","129,819","--","--","--"
"2014","Suicide","70 to 74","Delaware","--","38,698","--","--","--"
"2014","Suicide","70 to 74","District of Columbia","0**","18,034","0.00**","--","--"
"2014","Suicide","70 to 74","Florida","100","924,092","10.82","--","0"
"2014","Suicide","70 to 74","Georgia","54","315,617","17.11","--","0"
"2014","Suicide","70 to 74","Hawaii","--","52,176","--","--","--"
"2014","Suicide","70 to 74","Idaho","--","58,280","--","--","--"
"2014","Suicide","70 to 74","Illinois","36","423,071","8.51","--","0"
"2014","Suicide","70 to 74","Indiana","25","225,023","11.11","--","0"
"2014","Suicide","70 to 74","Iowa","--","109,661","--","--","--"
"2014","Suicide","70 to 74","Kansas","10**","94,094","10.63**","--","0"
"2014","Suicide","70 to 74","Kentucky","31","160,929","19.26","--","0"
"2014","Suicide","70 to 74","Louisiana","28","155,031","18.06","--","0"
"2014","Suicide","70 to 74","Maine","--","57,797","--","--","--"
"2014","Suicide","70 to 74","Maryland","20**","196,710","10.17**","--","0"
"2014","Suicide","70 to 74","Massachusetts","--","232,424","--","--","--"
"2014","Suicide","70 to 74","Michigan","41","367,049","11.17","--","0"
"2014","Suicide","70 to 74","Minnesota","20**","180,622","11.07**","--","0"
"2014","Suicide","70 to 74","Mississippi","14**","105,093","13.32**","--","0"
"2014","Suicide","70 to 74","Missouri","33","225,344","14.64","--","0"
"2014","Suicide","70 to 74","Montana","--","41,409","--","--","--"
"2014","Suicide","70 to 74","Nebraska","--","60,661","--","--","--"
"2014","Suicide","70 to 74","Nevada","17**","105,368","16.13**","--","0"
"2014","Suicide","70 to 74","New Hampshire","--","50,294","--","--","--"
"2014","Suicide","70 to 74","New Jersey","12**","305,880","3.92**","--","0"
"2014","Suicide","70 to 74","New Mexico","14**","77,417","18.08**","--","0"
"2014","Suicide","70 to 74","New York","32","675,152","4.74","--","0"
"2014","Suicide","70 to 74","North Carolina","54","361,076","14.96","--","0"
"2014","Suicide","70 to 74","Ohio","54","421,127","12.82","--","0"
"2014","Suicide","70 to 74","Oklahoma","21","138,180","15.20","--","0"
