"Year","Age Group","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2013","20 to 24","Montana","16**","73,339","21.82**","--","687"
"2013","20 to 24","Nebraska","14**","133,910","10.46**","--","600"
"2013","20 to 24","Nevada","27","185,942","14.52","--","1,146"
"2013","20 to 24","New Hampshire","--","89,725","--","--","--"
"2013","20 to 24","New Jersey","93","564,593","16.47","--","3,996"
"2013","20 to 24","New Mexico","35","154,147","22.71","--","1,513"
"2013","20 to 24","New York","120","1,434,087","8.37","--","5,174"
"2013","20 to 24","North Carolina","133","709,413","18.75","--","5,710"
"2013","20 to 24","North Dakota","15**","68,077","22.03**","--","644"
"2013","20 to 24","Ohio","174","804,226","21.64","--","7,491"
"2013","20 to 24","Oklahoma","73","289,770","25.19","--","3,142"
"2013","20 to 24","Oregon","35","267,657","13.08","--","1,492"
"2013","20 to 24","Pennsylvania","188","891,968","21.08","--","8,098"
"2013","20 to 24","Rhode Island","--","83,474","--","--","--"
"2013","20 to 24","South Carolina","91","354,579","25.66","--","3,890"
"2013","20 to 24","South Dakota","11**","60,799","18.09**","--","473"
"2013","20 to 24","Tennessee","101","462,152","21.85","--","4,349"
"2013","20 to 24","Texas","307","1,966,318","15.61","--","13,174"
"2013","20 to 24","Utah","22","247,380","8.89","--","942"
"2013","20 to 24","Vermont","--","45,565","--","--","--"
"2013","20 to 24","Virginia","105","593,535","17.69","--","4,505"
"2013","20 to 24","Washington","67","493,061","13.59","--","2,881"
"2013","20 to 24","West Virginia","15**","126,576","11.85**","--","644"
"2013","20 to 24","Wisconsin","64","402,299","15.91","--","2,748"
"2013","20 to 24","Wyoming","12**","43,226","27.76**","--","513"
"2013","25 to 29","Alabama","89","311,891","28.54","--","3,375"
"2013","25 to 29","Alaska","27","60,483","44.64","--","1,036"
"2013","25 to 29","Arizona","94","445,281","21.11","--","3,577"
"2013","25 to 29","Arkansas","45","191,284","23.53","--","1,706"
"2013","25 to 29","California","297","2,836,879","10.47","--","11,308"
"2013","25 to 29","Colorado","51","391,816","13.02","--","1,937"
"2013","25 to 29","Connecticut","20**","220,048","9.09**","--","756"
"2013","25 to 29","Delaware","--","61,196","--","--","--"
"2013","25 to 29","District of Columbia","21","80,588","26.06","--","806"
"2013","25 to 29","Florida","226","1,254,954","18.01","--","8,608"
"2013","25 to 29","Georgia","114","678,535","16.80","--","4,336"
"2013","25 to 29","Hawaii","--","103,021","--","--","--"
"2013","25 to 29","Idaho","25","105,167","23.77","--","951"
"2013","25 to 29","Illinois","143","897,893","15.93","--","5,452"
"2013","25 to 29","Indiana","85","416,632","20.40","--","3,239"
"2013","25 to 29","Iowa","20**","191,388","10.45**","--","767"
"2013","25 to 29","Kansas","35","192,422","18.19","--","1,338"
"2013","25 to 29","Kentucky","49","279,297","17.54","--","1,860"
"2013","25 to 29","Louisiana","106","337,203","31.44","--","4,023"
"2013","25 to 29","Maine","10**","75,252","13.29**","--","377"
"2013","25 to 29","Maryland","83","411,944","20.15","--","3,173"
"2013","25 to 29","Massachusetts","35","479,920","7.29","--","1,343"
"2013","25 to 29","Michigan","130","592,306","21.95","--","4,981"
"2013","25 to 29","Minnesota","44","365,915","12.03","--","1,678"
"2013","25 to 29","Mississippi","46","193,522","23.77","--","1,748"
"2013","25 to 29","Missouri","100","398,532","25.09","--","3,792"
"2013","25 to 29","Montana","15**","63,505","23.62**","--","567"
"2013","25 to 29","Nebraska","18**","125,209","14.38**","--","687"
"2013","25 to 29","Nevada","43","198,051","21.71","--","1,633"
"2013","25 to 29","New Hampshire","--","76,469","--","--","--"
"2013","25 to 29","New Jersey","79","554,601","14.24","--","2,996"
"2013","25 to 29","New Mexico","35","141,510","24.73","--","1,325"
"2013","25 to 29","New York","107","1,447,395","7.39","--","4,086"
"2013","25 to 29","North Carolina","122","642,224","19.00","--","4,644"
"2013","25 to 29","North Dakota","--","54,620","--","--","--"
"2013","25 to 29","Ohio","131","729,719","17.95","--","4,988"
"2013","25 to 29","Oklahoma","65","265,153","24.51","--","2,472"
"2013","25 to 29","Oregon","31","263,229","11.78","--","1,168"
"2013","25 to 29","Pennsylvania","139","826,208","16.82","--","5,285"
"2013","25 to 29","Rhode Island","--","70,277","--","--","--"
"2013","25 to 29","South Carolina","67","309,114","21.68","--","2,558"
"2013","25 to 29","South Dakota","--","56,250","--","--","--"
"2013","25 to 29","Tennessee","88","424,329","20.74","--","3,332"
"2013","25 to 29","Texas","321","1,928,190","16.65","--","12,187"
"2013","25 to 29","Utah","29","213,776","13.57","--","1,108"
"2013","25 to 29","Vermont","--","35,693","--","--","--"
"2013","25 to 29","Virginia","80","580,727","13.78","--","3,014"
"2013","25 to 29","Washington","63","495,941","12.70","--","2,368"
"2013","25 to 29","West Virginia","23","106,135","21.67","--","888"
"2013","25 to 29","Wisconsin","63","359,818","17.51","--","2,380"
"2013","25 to 29","Wyoming","10**","40,841","24.49**","--","380"
"2013","30 to 34","Alabama","90","308,111","29.21","--","2,975"
"2013","30 to 34","Alaska","16**","54,488","29.36**","--","527"
"2013","30 to 34","Arizona","71","443,625","16.01","--","2,342"
"2013","30 to 34","Arkansas","50","193,068","25.90","--","1,644"
"2013","30 to 34","California","287","2,750,122","10.44","--","9,445"
"2013","30 to 34","Colorado","45","390,516","11.52","--","1,466"
"2013","30 to 34","Connecticut","19**","216,379","8.78**","--","639"
"2013","30 to 34","Delaware","--","58,352","--","--","--"
"2013","30 to 34","District of Columbia","14**","70,108","19.97**","--","461"
"2013","30 to 34","Florida","201","1,205,008","16.68","--","6,663"
"2013","30 to 34","Georgia","132","684,278","19.29","--","4,362"
"2013","30 to 34","Hawaii","--","98,433","--","--","--"
"2013","30 to 34","Idaho","17**","107,019","15.89**","--","562"
"2013","30 to 34","Illinois","124","897,268","13.82","--","4,118"
"2013","30 to 34","Indiana","92","424,182","21.69","--","3,040"
"2013","30 to 34","Iowa","18**","198,913","9.05**","--","591"
"2013","30 to 34","Kansas","27","193,281","13.97","--","897"
"2013","30 to 34","Kentucky","70","287,888","24.32","--","2,294"
"2013","30 to 34","Louisiana","91","325,144","27.99","--","2,988"
"2013","30 to 34","Maine","--","74,502","--","--","--"
"2013","30 to 34","Maryland","66","402,128","16.41","--","2,170"
"2013","30 to 34","Massachusetts","18**","439,903","4.09**","--","595"
"2013","30 to 34","Michigan","106","593,067","17.87","--","3,512"
"2013","30 to 34","Minnesota","39","377,028","10.34","--","1,287"
"2013","30 to 34","Mississippi","57","196,325","29.03","--","1,878"
"2013","30 to 34","Missouri","86","398,547","21.58","--","2,834"
"2013","30 to 34","Montana","12**","64,501","18.60**","--","392"
"2013","30 to 34","Nebraska","14**","127,641","10.97**","--","454"
"2013","30 to 34","Nevada","36","198,502","18.14","--","1,187"
"2013","30 to 34","New Hampshire","--","75,316","--","--","--"
"2013","30 to 34","New Jersey","56","569,659","9.83","--","1,867"
"2013","30 to 34","New Mexico","36","137,965","26.09","--","1,201"
"2013","30 to 34","New York","79","1,353,719","5.84","--","2,615"
"2013","30 to 34","North Carolina","111","637,642","17.41","--","3,644"
"2013","30 to 34","North Dakota","--","50,108","--","--","--"
"2013","30 to 34","Ohio","120","720,634","16.65","--","3,980"
"2013","30 to 34","Oklahoma","53","264,819","20.01","--","1,776"
"2013","30 to 34","Oregon","33","274,472","12.02","--","1,087"
"2013","30 to 34","Pennsylvania","109","782,209","13.94","--","3,598"
"2013","30 to 34","Rhode Island","--","65,486","--","--","--"
"2013","30 to 34","South Carolina","75","303,057","24.75","--","2,486"
"2013","30 to 34","South Dakota","--","55,571","--","--","--"
"2013","30 to 34","Tennessee","83","425,214","19.52","--","2,745"
"2013","30 to 34","Texas","263","1,920,297","13.70","--","8,731"
"2013","30 to 34","Utah","41","226,703","18.09","--","1,330"
"2013","30 to 34","Vermont","--","36,046","--","--","--"
"2013","30 to 34","Virginia","71","573,078","12.39","--","2,347"
"2013","30 to 34","Washington","51","497,166","10.26","--","1,690"
"2013","30 to 34","West Virginia","25","112,786","22.17","--","831"
"2013","30 to 34","Wisconsin","43","370,940","11.59","--","1,420"
"2013","30 to 34","Wyoming","--","40,839","--","--","--"
"2013","35 to 39","Alabama","64","291,638","21.95","--","1,777"
"2013","35 to 39","Alaska","10**","45,618","21.92**","--","274"
"2013","35 to 39","Arizona","79","409,883","19.27","--","2,204"
"2013","35 to 39","Arkansas","31","178,550","17.36","--","876"
"2013","35 to 39","California","220","2,523,598","8.72","--","6,194"
"2013","35 to 39","Colorado","58","353,922","16.39","--","1,622"
"2013","35 to 39","Connecticut","10**","206,514","4.84**","--","278"
"2013","35 to 39","Delaware","--","52,338","--","--","--"
"2013","35 to 39","District of Columbia","--","47,904","--","--","--"
"2013","35 to 39","Florida","163","1,143,280","14.26","--","4,535"
"2013","35 to 39","Georgia","121","656,548","18.43","--","3,393"
"2013","35 to 39","Hawaii","--","86,947","--","--","--"
"2013","35 to 39","Idaho","12**","99,254","12.09**","--","339"
"2013","35 to 39","Illinois","68","824,147","8.25","--","1,927"
"2013","35 to 39","Indiana","62","399,129","15.53","--","1,719"
"2013","35 to 39","Iowa","13**","177,750","7.31**","--","364"
"2013","35 to 39","Kansas","20**","171,603","11.66**","--","563"
"2013","35 to 39","Kentucky","30","273,076","10.99","--","851"
"2013","35 to 39","Louisiana","77","278,209","27.68","--","2,144"
"2013","35 to 39","Maine","--","72,610","--","--","--"
"2013","35 to 39","Maryland","49","366,184","13.38","--","1,382"
"2013","35 to 39","Massachusetts","13**","399,616","3.25**","--","365"
"2013","35 to 39","Michigan","84","564,142","14.89","--","2,371"
"2013","35 to 39","Minnesota","27","327,023","8.26","--","752"
"2013","35 to 39","Mississippi","51","180,222","28.30","--","1,437"
"2013","35 to 39","Missouri","64","354,973","18.03","--","1,810"
"2013","35 to 39","Montana","11**","57,039","19.29**","--","303"
"2013","35 to 39","Nebraska","16**","111,770","14.32**","--","444"
"2013","35 to 39","Nevada","22","183,749","11.97","--","612"
"2013","35 to 39","New Hampshire","--","72,793","--","--","--"
"2013","35 to 39","New Jersey","36","558,955","6.44","--","1,025"
"2013","35 to 39","New Mexico","26","121,518","21.40","--","728"
"2013","35 to 39","New York","55","1,216,173","4.52","--","1,541"
"2013","35 to 39","North Carolina","92","622,761","14.77","--","2,593"
"2013","35 to 39","North Dakota","12**","40,759","29.44**","--","331"
"2013","35 to 39","Ohio","96","671,560","14.30","--","2,685"
"2013","35 to 39","Oklahoma","46","232,668","19.77","--","1,292"
"2013","35 to 39","Oregon","30","254,211","11.80","--","858"
"2013","35 to 39","Pennsylvania","115","717,287","16.03","--","3,198"
"2013","35 to 39","Rhode Island","--","59,671","--","--","--"
"2013","35 to 39","South Carolina","60","283,883","21.14","--","1,680"
"2013","35 to 39","South Dakota","10**","47,563","21.03**","--","285"
"2013","35 to 39","Tennessee","87","402,406","21.62","--","2,445"
"2013","35 to 39","Texas","228","1,774,714","12.85","--","6,392"
"2013","35 to 39","Utah","34","200,928","16.92","--","954"
"2013","35 to 39","Vermont","--","34,002","--","--","--"
"2013","35 to 39","Virginia","76","525,812","14.45","--","2,151"
"2013","35 to 39","Washington","45","448,693","10.03","--","1,276"
"2013","35 to 39","West Virginia","25","110,898","22.54","--","699"
"2013","35 to 39","Wisconsin","36","335,133","10.74","--","990"
"2013","35 to 39","Wyoming","--","35,071","--","--","--"
"2013","40 to 44","Alabama","69","315,790","21.85","--","1,591"
"2013","40 to 44","Alaska","--","46,542","--","--","--"
"2013","40 to 44","Arizona","78","421,100","18.52","--","1,790"
"2013","40 to 44","Arkansas","41","186,141","22.03","--","933"
"2013","40 to 44","California","206","2,617,461","7.87","--","4,713"
"2013","40 to 44","Colorado","48","364,183","13.18","--","1,109"
"2013","40 to 44","Connecticut","11**","240,366","4.58**","--","260"
"2013","40 to 44","Delaware","--","58,200","--","--","--"
"2013","40 to 44","District of Columbia","--","41,254","--","--","--"
"2013","40 to 44","Florida","168","1,266,091","13.27","--","3,850"
"2013","40 to 44","Georgia","98","715,714","13.69","--","2,247"
"2013","40 to 44","Hawaii","--","89,266","--","--","--"
"2013","40 to 44","Idaho","16**","97,501","16.41**","--","368"
"2013","40 to 44","Illinois","66","858,428","7.69","--","1,532"
"2013","40 to 44","Indiana","61","425,350","14.34","--","1,410"
"2013","40 to 44","Iowa","28","183,665","15.25","--","635"
"2013","40 to 44","Kansas","20**","173,023","11.56**","--","459"
"2013","40 to 44","Kentucky","44","291,731","15.08","--","992"
"2013","40 to 44","Louisiana","63","283,481","22.22","--","1,450"
"2013","40 to 44","Maine","16**","85,685","18.67**","--","364"
"2013","40 to 44","Maryland","34","402,842","8.44","--","781"
"2013","40 to 44","Massachusetts","20**","444,351","4.50**","--","459"
"2013","40 to 44","Michigan","112","640,365","17.49","--","2,567"
"2013","40 to 44","Minnesota","24","340,384","7.05","--","546"
"2013","40 to 44","Mississippi","48","189,413","25.34","--","1,100"
"2013","40 to 44","Missouri","76","375,691","20.23","--","1,758"
"2013","40 to 44","Montana","17**","57,652","29.49**","--","400"
"2013","40 to 44","Nebraska","12**","111,393","10.77**","--","282"
"2013","40 to 44","Nevada","24","194,560","12.34","--","563"
"2013","40 to 44","New Hampshire","--","89,788","--","--","--"
"2013","40 to 44","New Jersey","19**","616,332","3.08**","--","435"
"2013","40 to 44","New Mexico","23","124,276","18.51","--","531"
"2013","40 to 44","New York","59","1,290,832","4.57","--","1,357"
"2013","40 to 44","North Carolina","93","687,297","13.53","--","2,153"
"2013","40 to 44","North Dakota","--","39,279","--","--","--"
"2013","40 to 44","Ohio","98","744,798","13.16","--","2,245"
"2013","40 to 44","Oklahoma","49","235,825","20.78","--","1,126"
"2013","40 to 44","Oregon","27","257,651","10.48","--","620"
"2013","40 to 44","Pennsylvania","114","810,940","14.06","--","2,585"
"2013","40 to 44","Rhode Island","--","67,587","--","--","--"
"2013","40 to 44","South Carolina","54","309,481","17.45","--","1,248"
"2013","40 to 44","South Dakota","10**","47,290","21.15**","--","226"
"2013","40 to 44","Tennessee","77","439,600","17.52","--","1,779"
"2013","40 to 44","Texas","215","1,806,539","11.90","--","4,900"
"2013","40 to 44","Utah","27","171,198","15.77","--","615"
"2013","40 to 44","Vermont","--","38,932","--","--","--"
"2013","40 to 44","Virginia","66","566,767","11.65","--","1,508"
"2013","40 to 44","Washington","35","466,876","7.50","--","805"
"2013","40 to 44","West Virginia","19**","120,415","15.78**","--","436"
"2013","40 to 44","Wisconsin","44","357,981","12.29","--","996"
"2013","40 to 44","Wyoming","--","34,166","--","--","--"
"2013","45 to 49","Alabama","62","319,141","19.43","--","1,118"
"2013","45 to 49","Alaska","11**","47,802","23.01**","--","203"
"2013","45 to 49","Arizona","75","407,403","18.41","--","1,337"
"2013","45 to 49","Arkansas","39","187,721","20.78","--","686"
"2013","45 to 49","California","176","2,575,787","6.83","--","3,185"
"2013","45 to 49","Colorado","57","344,938","16.53","--","1,015"
"2013","45 to 49","Connecticut","10**","270,399","3.70**","--","179"
"2013","45 to 49","Delaware","11**","63,156","17.42**","--","197"
"2013","45 to 49","District of Columbia","--","38,095","--","--","--"
"2013","45 to 49","Florida","181","1,327,282","13.64","--","3,231"
"2013","45 to 49","Georgia","107","698,872","15.31","--","1,923"
"2013","45 to 49","Hawaii","--","89,096","--","--","--"
"2013","45 to 49","Idaho","21","94,996","22.11","--","364"
"2013","45 to 49","Illinois","68","867,256","7.84","--","1,211"
"2013","45 to 49","Indiana","78","432,648","18.03","--","1,406"
"2013","45 to 49","Iowa","19**","192,721","9.86**","--","338"
"2013","45 to 49","Kansas","20**","176,191","11.35**","--","365"
"2013","45 to 49","Kentucky","57","299,020","19.06","--","1,014"
"2013","45 to 49","Louisiana","57","297,470","19.16","--","1,021"
"2013","45 to 49","Maine","11**","95,646","11.50**","--","190"
"2013","45 to 49","Maryland","40","434,227","9.21","--","715"
"2013","45 to 49","Massachusetts","20**","486,894","4.11**","--","355"
"2013","45 to 49","Michigan","86","676,586","12.71","--","1,534"
"2013","45 to 49","Minnesota","35","362,275","9.66","--","643"
"2013","45 to 49","Mississippi","38","189,904","20.01","--","683"
"2013","45 to 49","Missouri","67","391,013","17.14","--","1,207"
"2013","45 to 49","Montana","15**","60,531","24.78**","--","272"
"2013","45 to 49","Nebraska","13**","113,204","11.48**","--","230"
"2013","45 to 49","Nevada","40","188,554","21.21","--","727"
"2013","45 to 49","New Hampshire","13**","101,597","12.80**","--","228"
