"Notes","Year","Year Code","Leading Cancer Sites","Leading Cancer Sites Code","States","States Code",Count,Population,Crude Rate
,"2006","2006","Breast","26000","Utah","49",1159,1257991,92.1
,"2006","2006","Breast","26000","Vermont","50",524,316290,165.7
,"2006","2006","Breast","26000","Virginia","51",5282,3908475,135.1
,"2006","2006","Breast","26000","Washington","53",4448,3200695,139.0
,"2006","2006","Breast","26000","West Virginia","54",1358,930605,145.9
,"2006","2006","Breast","26000","Wisconsin","55",3974,2812276,141.3
,"2006","2006","Breast","26000","Wyoming","56",327,257361,127.1
,"2007","2007","Breast","26000","Alabama","01",3253,2407275,135.1
,"2007","2007","Breast","26000","Alaska","02",391,327138,119.5
,"2007","2007","Breast","26000","Arizona","04",3900,3096998,125.9
,"2007","2007","Breast","26000","Arkansas","05",1945,1451358,134.0
